Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
68,53863,155609,759,87,4,15.97,60,0.73,1,3,2,0,1,3,1,0
42,109800,217699,632,41,1,11.2,36,0.48,3,0,0,1,1,4,1,0
38,65595,183742,449,108,3,20.63,24,0.31,2,2,1,1,1,2,1,0
20,45082,12296,454,109,1,21.36,48,0.18,3,2,0,1,1,2,0,1
64,137970,213821,535,38,1,18.63,60,0.21,0,0,1,1,1,0,1,0
60,19886,94890,463,32,1,7.27,60,0.53,1,2,2,1,0,4,1,0
24,15304,210590,621,44,4,6.89,24,0.18,3,0,0,0,0,2,1,0
66,105551,245706,442,40,4,23.04,12,0.85,0,2,1,1,1,0,0,0
41,133680,62233,507,53,4,18.43,48,0.66,0,2,2,0,1,4,1,1
67,52375,214131,627,99,2,2.24,48,0.35,0,0,2,1,0,1,0,0
59,149131,141536,779,86,2,10.89,36,0.66,3,0,0,1,1,1,0,0
37,131949,154249,707,17,2,22.53,36,0.59,0,3,1,0,0,2,0,1
20,27330,55116,454,17,4,10.26,48,0.33,1,1,2,1,0,3,1,0
43,72627,110417,764,77,3,18.04,48,0.71,1,0,2,1,0,1,0,0
45,35013,96521,583,63,3,8.38,12,0.75,3,2,1,0,1,2,1,0
60,36332,207023,665,78,4,19.21,12,0.58,3,1,0,0,0,4,0,0
43,106844,197346,603,49,4,20.83,48,0.5,3,1,0,1,1,2,1,0
65,83058,12287,568,68,3,2.07,36,0.84,0,1,0,0,0,2,0,0
21,91289,5954,406,69,3,16.61,24,0.73,1,2,1,0,0,4,0,0
67,107543,98392,514,3,2,23.12,60,0.44,3,0,1,1,1,3,0,0
64,125556,205471,590,29,4,2.73,48,0.44,0,3,0,1,1,3,0,0
36,19491,45063,476,12,1,5.63,36,0.61,3,2,0,1,1,3,0,0
41,39809,63292,768,32,3,12.55,60,0.16,1,3,0,0,1,4,1,0
61,81244,245315,579,52,2,10.47,24,0.34,3,2,0,0,1,2,0,1
53,116250,151491,650,62,2,8.7,12,0.72,3,3,2,1,0,1,1,0
33,80390,124303,318,113,1,9.83,48,0.81,0,0,1,0,1,1,0,0
60,115859,90229,596,116,1,18.92,24,0.89,0,3,0,1,0,2,1,0
28,66441,155978,829,70,1,10.73,24,0.65,3,1,2,1,0,4,0,0
59,134867,219914,711,23,3,23.56,48,0.37,2,1,1,1,1,1,0,0
61,132820,247216,839,23,2,12.21,36,0.2,3,2,1,1,0,1,0,0
53,73762,41673,701,108,2,24.26,48,0.31,2,1,1,0,1,2,1,0
21,58026,16682,587,4,3,14.8,48,0.47,2,1,0,0,0,0,1,1
55,81124,137608,786,110,2,23.31,24,0.17,2,1,1,1,0,1,0,0
47,132843,132711,499,1,1,16.29,24,0.32,3,2,1,1,0,4,0,0
43,111068,242037,472,68,4,4.98,60,0.82,2,1,2,1,0,3,0,0
62,109310,39922,378,9,1,21.96,60,0.67,0,2,1,1,1,3,0,0
44,91254,114408,719,1,2,6.2,36,0.48,0,2,2,1,1,2,1,0
48,94373,234146,686,21,2,15.08,48,0.84,1,2,2,1,1,3,0,0
20,24691,186347,335,84,4,10.74,36,0.66,0,1,1,0,0,2,1,0
69,114516,88771,372,104,3,21.23,36,0.85,2,0,2,1,1,1,0,0
51,120234,196808,539,42,4,4.69,36,0.35,1,2,1,1,1,1,1,0
18,136064,112258,655,18,3,13.05,24,0.11,3,2,0,0,1,4,1,0
38,97809,190648,758,12,1,17.35,24,0.55,1,1,1,0,0,1,0,0
52,131939,233004,477,50,2,19.69,24,0.83,2,0,1,1,0,3,0,0
27,37526,78226,437,51,2,4.95,24,0.68,2,3,1,0,0,2,1,0
34,27737,101882,583,115,4,21.3,24,0.19,1,2,2,0,0,2,1,0
27,118410,226949,848,1,2,17.6,60,0.16,0,3,2,1,0,2,1,0
48,70099,198194,750,111,1,13.67,36,0.39,1,0,1,1,1,4,0,0
63,46781,152066,848,93,3,12.12,36,0.83,3,0,1,0,0,2,0,0
27,88979,50500,405,79,1,5.78,36,0.39,0,2,2,1,1,3,1,0
51,36510,248258,427,14,1,11.21,12,0.46,3,3,1,0,1,4,1,0
63,87801,186632,395,23,4,5.82,36,0.22,3,1,1,1,0,3,1,0
27,146283,64283,734,84,4,22.53,48,0.39,0,2,2,0,0,0,1,0
37,126494,132532,432,26,4,13.32,12,0.23,1,2,0,1,0,0,1,0
27,45088,225122,529,109,2,19.17,12,0.17,3,2,0,0,0,1,1,0
64,115862,82713,543,20,3,9.83,36,0.73,0,0,2,1,1,0,0,0
66,146297,211783,728,110,2,15.45,60,0.23,0,1,1,1,1,2,1,0
61,68268,193293,657,106,3,4.11,48,0.56,2,0,1,0,1,4,0,0
47,87676,128675,711,43,2,4.07,12,0.76,3,0,1,0,0,2,1,1
51,78746,53448,649,84,2,4.22,48,0.52,1,2,0,1,1,4,0,0
61,78925,35037,357,35,3,23.49,24,0.11,1,0,1,1,0,3,0,0
59,54246,175982,456,23,2,16.65,48,0.39,1,3,0,1,1,0,1,0
57,98174,62265,721,53,2,15.39,60,0.65,2,3,2,1,1,2,1,0
48,120177,34689,752,61,2,23.07,60,0.12,3,3,0,0,1,2,0,0
18,78867,156581,671,18,4,8.69,48,0.34,3,3,2,1,1,3,0,0
24,17927,63301,359,64,1,19.21,12,0.42,0,1,2,1,0,1,0,1
42,98162,63987,386,23,2,23.35,60,0.13,3,1,2,0,1,3,0,0
67,61206,84000,516,22,1,17.17,60,0.39,3,2,0,0,1,1,1,0
53,93155,154942,817,119,4,19.24,36,0.75,2,0,2,1,1,2,1,0
42,79118,46337,730,59,2,12.35,60,0.67,2,3,1,0,1,2,1,0
48,17146,21078,431,55,4,8.89,12,0.24,1,1,1,0,0,0,0,1
51,30082,23408,710,99,1,12.3,60,0.62,1,0,2,0,0,3,0,0
56,145226,174960,493,6,1,19.01,24,0.31,0,3,1,0,0,2,1,0
61,42800,132101,828,82,4,10.92,48,0.64,1,0,1,0,0,2,0,0
64,16975,168580,406,103,1,9.94,12,0.29,2,1,0,1,1,4,1,0
29,33150,125896,757,61,2,10.64,24,0.68,1,3,2,1,1,2,0,0
38,135069,162845,739,41,4,24.77,12,0.64,3,1,1,1,1,4,0,1
31,136647,176079,428,97,3,4.61,36,0.65,2,2,2,0,1,4,0,1
20,49389,85237,677,47,3,15.73,48,0.1,0,0,0,1,0,4,0,1
23,87572,48664,463,4,4,13.35,24,0.89,2,0,0,1,1,2,0,0
61,19735,170262,488,62,1,8.0,12,0.56,2,0,2,1,1,2,1,0
54,89412,119047,694,56,1,15.99,24,0.61,0,3,2,0,1,2,0,0
65,80586,246911,762,69,2,4.74,60,0.49,2,1,0,0,1,0,1,0
68,52009,189179,369,35,1,14.56,60,0.88,3,3,0,0,1,0,1,0
28,26415,18657,306,32,1,21.06,48,0.83,0,2,1,1,0,2,1,0
54,81852,173759,391,107,1,8.63,60,0.75,0,2,2,0,1,3,1,0
56,77663,49701,457,72,2,16.35,60,0.86,0,0,0,0,1,4,1,0
48,65054,64793,569,76,3,22.43,36,0.8,3,2,2,1,1,4,1,0
52,99269,138489,403,11,1,23.32,36,0.27,1,3,0,0,1,0,0,0
25,134347,95694,652,71,4,14.44,60,0.72,2,2,2,1,1,1,1,1
37,109684,218254,804,115,3,18.68,24,0.41,2,0,1,1,1,4,0,0
46,97784,230353,808,36,2,16.17,12,0.83,0,0,0,1,0,2,0,0
55,95682,117618,724,24,1,10.51,36,0.32,3,3,0,0,1,0,1,0
64,111650,83176,699,42,4,14.94,24,0.51,3,2,0,0,1,3,1,0
26,109088,206424,303,64,3,14.56,60,0.39,2,3,1,1,0,0,0,0
21,146932,150217,416,21,4,12.55,48,0.23,3,2,0,1,1,4,0,0
63,80172,221586,790,64,1,4.84,12,0.1,0,1,1,0,0,0,1,0
22,89047,23579,466,96,4,11.74,48,0.45,3,2,0,1,0,1,0,0
29,76979,82348,382,1,2,21.17,12,0.11,2,1,2,1,1,2,1,0
65,16750,218893,758,71,2,11.81,60,0.73,2,2,0,0,1,3,1,0
28,107102,168437,496,107,2,23.8,60,0.85,2,2,2,1,0,0,1,0
26,115444,206158,623,22,1,13.08,48,0.53,2,1,1,0,1,2,1,0
56,36452,240527,842,38,2,12.8,12,0.56,2,2,1,0,0,0,0,0
46,16084,231583,363,38,2,3.31,48,0.73,1,2,2,1,1,1,0,0
69,104414,198367,841,49,1,14.34,48,0.24,3,0,1,1,1,2,0,0
64,59279,177257,326,40,2,6.22,24,0.31,0,0,2,1,0,4,1,0
54,30924,16389,405,67,2,9.83,60,0.47,3,3,2,0,0,0,1,0
30,103795,18484,740,111,4,16.34,24,0.28,2,1,1,1,0,4,0,0
28,120934,109790,752,34,3,16.14,48,0.86,2,3,2,0,0,0,1,1
31,22627,111903,550,99,3,24.57,36,0.73,0,3,1,1,0,2,1,0
26,59262,70022,661,29,4,14.91,12,0.89,3,3,0,0,1,2,0,0
45,33916,161719,591,74,2,23.22,12,0.78,0,3,2,0,0,4,0,0
64,149397,143241,445,6,1,20.98,36,0.86,3,0,1,0,1,0,0,0
50,133800,7764,420,57,3,20.55,48,0.17,3,1,2,1,1,3,1,0
60,141495,171372,617,55,2,21.82,24,0.56,2,1,2,1,0,0,1,0
29,61379,40130,784,20,2,14.6,60,0.68,2,2,0,1,0,4,0,0
46,37093,107719,731,102,2,14.23,48,0.55,2,2,1,0,0,2,1,0
39,95358,64248,414,47,3,17.88,48,0.78,0,2,0,1,1,1,0,0
67,69246,50148,522,32,3,18.51,36,0.19,3,2,2,0,0,2,0,0
42,67958,9138,759,79,1,4.36,48,0.47,0,1,2,1,0,3,0,0
61,26855,156624,693,48,4,15.56,36,0.26,1,0,2,1,1,4,1,0
68,132588,88246,473,118,4,5.34,12,0.51,1,3,1,0,1,0,1,1
59,49530,176764,843,103,1,23.15,36,0.4,3,1,1,1,1,3,0,0
43,113398,46638,332,104,3,10.29,12,0.84,1,1,0,0,0,3,1,0
39,38321,94897,301,32,1,23.66,48,0.74,1,2,0,0,1,3,1,0
29,58467,81606,643,23,2,20.66,48,0.51,3,3,0,1,0,4,1,0
32,99036,63096,618,43,3,10.42,60,0.38,0,3,1,1,1,2,0,0
50,39351,194249,580,60,1,2.86,36,0.82,2,1,0,1,1,0,1,0
40,72560,68599,716,5,1,11.66,36,0.82,2,3,2,0,0,1,1,0
43,138836,91351,739,99,3,9.32,36,0.79,3,3,1,1,0,4,1,0
25,110466,163611,738,1,3,8.96,36,0.4,3,0,0,0,1,2,1,0
19,31800,24719,843,9,3,24.4,36,0.55,3,2,2,0,0,1,1,0
36,98410,200962,573,0,1,5.92,24,0.66,1,3,2,1,0,3,0,0
34,130475,130715,335,52,2,22.54,48,0.41,3,1,1,1,0,1,1,0
29,80456,36266,429,37,3,23.28,48,0.17,3,0,1,1,1,0,1,0
58,149266,10389,318,64,2,17.78,48,0.24,0,3,0,0,0,1,0,0
67,129440,139504,606,32,3,17.45,24,0.16,3,3,2,0,0,4,0,0
63,110882,207870,386,13,3,15.9,48,0.34,0,0,2,1,0,0,1,0
58,107567,60208,800,115,3,16.58,12,0.43,0,0,1,0,0,2,0,0
41,33252,57100,762,0,4,16.98,12,0.26,0,0,0,0,1,2,1,1
35,16008,84446,759,53,4,5.62,48,0.27,2,3,1,0,1,3,0,0
69,72845,82712,338,61,4,12.38,36,0.72,3,2,2,0,0,0,1,0
24,124591,118929,701,104,3,16.81,36,0.63,0,1,1,1,0,3,0,0
52,53179,60419,806,40,2,18.52,12,0.7,1,3,1,1,1,3,0,0
45,43988,209448,399,83,2,15.97,60,0.43,3,2,2,0,0,4,1,0
52,47241,55589,778,19,1,11.07,24,0.9,0,3,1,1,1,3,0,0
56,30167,207188,473,90,1,7.2,48,0.71,2,1,1,1,1,0,1,0
47,125075,71043,302,11,1,13.09,36,0.68,1,3,0,0,1,1,0,0
64,84699,67977,370,62,2,23.61,48,0.83,0,2,0,1,0,4,0,0
54,62782,46379,320,74,3,18.23,36,0.71,3,0,0,0,1,1,0,0
58,31253,23908,753,92,3,16.99,12,0.56,3,1,0,0,0,0,0,0
44,106006,222278,486,67,1,13.87,36,0.86,1,0,0,0,1,1,1,0
24,74319,110575,463,46,3,18.78,48,0.39,1,1,0,0,0,4,1,1
38,69738,117236,692,77,1,24.1,48,0.23,2,3,0,0,0,1,1,1
32,85448,221441,820,27,2,14.8,36,0.75,2,2,0,1,1,3,0,0
42,146825,214310,608,5,2,9.67,48,0.26,1,2,2,1,0,4,1,0
64,99581,126487,615,7,1,3.5,24,0.7,1,1,1,1,0,3,1,0
50,44832,148324,752,35,2,12.53,36,0.61,2,2,1,1,1,3,1,0
20,60482,136813,539,19,4,18.09,24,0.53,1,1,2,1,1,0,1,0
33,137718,65966,582,84,2,16.27,36,0.24,1,3,2,1,1,4,1,0
40,74606,28547,329,75,4,14.94,24,0.56,1,3,1,1,0,3,1,0
37,77954,204113,831,0,3,9.14,36,0.57,0,1,1,1,1,1,1,0
33,140037,196482,837,22,2,5.18,36,0.46,0,0,1,1,0,3,1,0
34,28028,208556,414,2,2,12.26,48,0.73,0,2,0,0,0,0,1,1
68,101872,119264,314,80,1,15.26,36,0.77,1,3,0,0,0,2,0,0
67,90217,242390,632,69,1,11.63,36,0.85,2,0,2,1,1,1,1,0
36,87997,104293,420,56,3,22.15,12,0.14,2,1,0,0,1,3,1,1
27,113756,151763,434,70,4,23.21,36,0.16,3,0,0,1,0,3,0,1
53,64415,97548,467,20,4,8.53,36,0.86,2,1,1,0,1,3,0,0
32,105646,5208,815,86,1,21.67,24,0.64,1,0,2,0,0,1,1,0
31,36408,26316,537,33,3,9.49,36,0.72,2,1,0,1,0,4,0,0
63,148061,199466,679,34,4,17.16,48,0.49,3,1,1,0,0,4,1,0
64,39061,175942,345,89,1,21.2,24,0.54,0,2,0,0,1,2,1,0
30,104697,137433,567,54,4,23.06,12,0.54,0,3,1,1,0,4,0,1
41,100958,45838,402,115,4,4.4,12,0.1,2,1,0,1,0,0,1,0
50,29594,205947,727,48,4,11.58,24,0.58,0,2,1,0,1,1,0,0
54,34700,79945,815,77,3,17.13,36,0.26,1,1,1,0,1,1,0,0
18,126309,222725,372,66,2,20.05,60,0.39,3,3,2,1,1,0,1,0
22,145460,143994,433,15,4,6.04,60,0.72,1,1,2,0,0,4,1,0
63,38860,201754,506,115,2,21.89,12,0.23,3,1,1,0,1,2,1,0
55,26609,20236,778,115,4,15.53,36,0.47,1,3,1,0,1,3,1,0
36,40454,232601,399,58,4,15.13,12,0.42,1,0,2,0,0,4,1,0
65,15650,215005,577,82,4,10.87,48,0.46,2,2,0,0,1,0,1,0
46,132376,230772,469,105,3,6.57,36,0.75,0,2,0,0,1,4,1,0
68,41651,84961,362,53,3,20.98,12,0.49,0,3,2,0,0,1,0,0
63,26507,145452,837,55,4,22.91,12,0.61,1,0,1,1,1,0,0,0
61,94359,245086,370,89,2,19.29,48,0.42,2,1,1,0,1,2,1,0
53,21838,90409,441,34,4,24.78,48,0.77,2,1,2,0,0,2,1,0
27,143561,68502,576,75,1,7.04,24,0.5,3,2,1,0,1,1,1,0
32,48370,14006,614,99,2,23.87,12,0.79,2,0,2,0,0,2,0,0
42,71441,87383,480,78,2,10.07,60,0.44,0,1,2,1,1,2,0,0
46,144987,109208,385,43,1,2.93,24,0.64,1,1,2,1,0,3,1,0
36,118824,73554,836,98,1,7.29,48,0.2,1,0,2,0,0,2,1,0
60,121239,108745,392,45,2,13.26,12,0.58,2,2,1,0,0,3,1,0
20,92403,215081,404,16,2,5.88,48,0.83,2,2,2,1,1,1,0,0
51,104489,184191,594,30,4,24.0,24,0.76,1,1,2,1,0,3,1,0
31,44005,182012,336,86,1,12.03,48,0.73,2,0,1,1,1,2,0,1
30,129177,42972,575,45,3,23.27,36,0.41,2,1,1,0,0,1,1,1
54,119213,174273,798,33,1,10.3,36,0.25,1,2,1,0,1,2,0,0
24,147213,78935,472,107,1,21.04,48,0.89,3,1,1,0,1,2,1,0
64,79310,98907,838,110,2,24.43,60,0.24,0,1,0,1,1,4,0,0
31,60050,230578,379,91,3,2.89,36,0.62,3,2,1,1,1,0,0,0
49,24029,102414,343,73,1,16.28,60,0.11,2,3,1,0,1,2,1,0
24,148747,177282,353,41,4,4.29,60,0.69,1,0,2,0,1,4,0,0
39,128460,167263,808,102,3,21.91,60,0.52,1,0,0,0,1,0,0,0
68,91178,125790,454,33,3,14.69,36,0.84,2,1,0,1,0,4,1,0
40,96763,175086,536,91,3,9.85,36,0.15,2,1,1,0,0,1,0,0
65,66129,147778,629,2,1,17.88,12,0.53,1,3,2,0,0,0,0,0
47,29266,61648,635,46,4,15.78,60,0.61,0,1,1,0,1,4,1,0
52,33376,106401,608,115,3,18.53,60,0.68,0,2,1,1,1,2,0,0
43,112456,26109,461,76,3,18.4,60,0.39,0,3,1,1,0,4,0,0
60,53804,129369,803,96,1,11.41,12,0.45,2,1,0,0,0,3,1,0
27,29029,154023,484,97,3,2.48,12,0.56,1,2,2,0,1,2,0,1
28,96701,248300,391,98,3,2.1,12,0.34,1,2,0,1,1,3,0,0
35,25533,229880,485,22,1,7.46,24,0.54,2,1,1,1,0,1,0,0
24,81504,188458,761,77,4,5.92,48,0.7,3,3,1,1,0,4,1,0
37,49771,69926,752,49,3,9.47,12,0.47,1,0,0,1,0,4,0,0
32,24884,157259,638,57,4,14.86,48,0.22,2,3,2,0,1,2,0,1
50,136553,234495,517,113,1,17.88,48,0.87,0,0,0,0,1,0,1,0
50,49173,38294,778,109,3,7.0,60,0.7,2,3,0,0,0,2,0,0
18,133110,100294,790,65,4,4.76,36,0.67,2,3,2,1,0,4,0,0
56,120116,245225,782,20,4,24.49,60,0.4,2,0,2,1,0,3,0,0
30,148425,184504,792,32,4,22.62,12,0.19,0,2,1,1,0,4,0,0
51,139512,239102,422,96,2,17.21,60,0.82,2,3,0,0,1,2,0,0
63,102571,73720,310,79,4,6.65,24,0.44,3,3,1,0,0,2,1,0
47,85590,65598,553,27,1,24.69,12,0.48,2,1,0,1,0,2,0,0
31,29974,34321,474,116,2,24.24,36,0.69,2,2,2,0,1,3,0,0
30,118700,81253,326,51,3,20.5,12,0.22,0,2,1,0,1,1,1,0
69,124190,58825,416,88,2,22.22,60,0.42,3,3,0,1,1,1,0,0
55,52346,158848,776,83,4,11.09,48,0.2,3,0,1,1,0,0,0,0
57,81517,232290,482,51,4,2.01,36,0.52,3,2,1,1,0,1,0,0
30,111688,249828,489,9,4,4.74,24,0.15,1,2,1,0,1,0,1,0
61,104435,172871,608,103,1,19.54,36,0.25,0,2,2,0,0,0,1,0
61,125010,185760,762,115,2,11.85,24,0.25,2,1,1,1,1,2,0,0
38,75349,42392,454,3,4,17.37,24,0.76,0,1,2,1,0,2,0,1
49,70673,43871,450,46,1,7.28,60,0.76,0,2,1,1,0,2,1,0
33,144474,249812,301,46,4,2.06,24,0.27,0,1,2,1,0,2,1,0
42,110671,26308,847,72,2,4.28,48,0.63,0,0,2,1,0,2,1,0
69,61497,105571,444,96,4,19.97,24,0.49,3,2,1,0,1,3,0,0
34,144402,137881,626,78,4,9.64,48,0.27,3,2,1,1,1,1,1,0
37,65502,150988,377,111,4,13.5,60,0.23,2,1,0,1,1,3,1,0
56,25593,95419,607,63,1,15.4,36,0.26,0,2,2,0,0,4,0,0
21,115460,157379,435,44,4,4.95,36,0.86,1,3,0,1,0,2,0,1
42,72466,122942,598,56,2,19.91,36,0.61,1,0,0,1,0,0,1,0
26,15567,58882,372,111,1,2.22,36,0.38,1,2,2,1,0,0,1,0
39,36554,182364,667,100,1,3.82,12,0.58,1,3,0,0,1,2,0,0
22,143932,94588,810,94,1,16.75,24,0.81,0,3,0,0,1,1,1,0
43,136808,132234,391,87,3,13.55,24,0.84,2,1,0,1,1,1,1,0
23,113589,41733,441,54,4,7.58,48,0.32,1,2,0,0,0,2,1,0
40,124814,142805,800,59,1,22.51,24,0.39,0,0,0,0,1,1,1,0
63,115031,49959,678,75,2,24.42,48,0.43,3,1,2,1,0,4,0,0
41,115911,34805,509,35,2,10.28,36,0.67,2,2,0,0,0,2,1,0
69,75574,142924,546,48,2,18.98,48,0.25,0,2,1,1,1,0,0,0
30,61791,191326,734,2,1,3.37,60,0.83,2,3,1,0,0,4,1,0
45,118512,191526,391,39,3,10.08,60,0.3,0,2,2,0,1,3,0,0
18,21986,18194,567,99,3,15.97,24,0.55,3,1,0,1,1,2,1,0
64,92777,48979,461,101,3,19.78,48,0.61,3,2,2,0,1,4,1,0
43,96992,11397,426,36,1,17.99,24,0.53,3,3,2,1,1,1,0,0
56,95287,21883,517,19,1,20.16,48,0.58,0,2,0,0,0,3,1,0
43,101679,189472,509,91,4,11.43,36,0.81,1,1,2,0,1,4,0,0
24,69107,103327,730,41,3,21.4,36,0.71,1,2,0,1,0,4,1,1
50,116364,245648,474,36,1,10.31,48,0.26,2,1,1,1,0,0,0,0
60,31438,192258,352,53,4,17.4,24,0.18,3,1,0,1,0,4,0,0
53,92498,16645,352,23,3,18.8,24,0.4,0,3,1,1,0,3,0,0
34,98762,183075,307,107,2,16.04,48,0.87,0,2,0,1,1,1,1,0
47,108420,122133,360,89,2,21.93,48,0.38,1,0,2,1,0,3,1,0
46,110752,181511,717,31,2,24.37,36,0.71,0,1,2,1,0,0,1,0
48,123521,48888,621,11,3,15.44,60,0.82,0,2,1,1,1,2,0,0
21,57481,219584,844,61,1,3.73,36,0.78,3,0,2,1,0,3,0,0
59,28357,116527,407,114,3,15.22,60,0.73,2,3,2,0,1,0,0,0
58,147920,84065,734,23,4,6.55,12,0.84,3,3,0,0,1,0,1,0
34,105364,106861,570,111,2,21.77,12,0.17,1,1,1,1,1,4,0,0
49,125646,160259,838,105,3,3.36,24,0.79,1,2,1,0,1,2,1,0
28,72403,141799,751,52,2,18.5,12,0.88,0,0,1,1,0,2,0,0
22,57571,157892,621,70,4,18.07,12,0.14,0,3,1,0,1,3,0,0
49,58677,145479,600,7,1,16.54,48,0.35,3,3,2,0,1,4,0,0
50,138846,249184,486,56,4,16.13,12,0.38,1,3,2,0,1,4,1,1
21,86943,175048,559,31,1,9.04,48,0.71,3,1,0,0,1,2,0,0
37,97396,221144,628,81,3,17.29,12,0.27,1,0,2,1,1,1,0,0
56,58031,11277,747,20,1,14.24,24,0.48,1,3,0,0,0,3,1,0
43,82979,114795,557,90,4,23.2,48,0.28,3,2,0,1,0,0,1,0
28,148270,41380,678,107,2,23.75,24,0.28,1,0,2,1,1,3,0,0
27,140111,143646,729,23,3,13.02,24,0.42,2,2,2,0,1,3,0,0
37,63761,142356,778,2,3,7.03,60,0.65,2,1,2,1,0,4,1,1
24,76516,245807,308,10,2,10.05,12,0.23,2,0,2,0,1,0,1,0
35,48043,144347,802,102,4,20.47,48,0.53,1,0,2,1,1,0,1,0
69,37452,241467,767,114,1,8.55,36,0.28,3,0,0,1,0,2,0,0
61,70481,179644,667,108,4,23.84,60,0.86,0,0,2,1,0,2,0,0
20,34912,128383,434,12,1,23.1,24,0.24,3,0,1,1,1,2,0,1
59,45713,193016,714,119,3,2.36,24,0.39,2,2,1,0,1,0,1,0
45,35843,243781,802,14,4,21.6,60,0.27,0,2,1,1,0,3,1,0
18,88172,32171,392,8,2,21.83,48,0.38,1,2,1,0,0,4,1,0
50,143698,221592,524,51,1,20.64,24,0.27,1,1,2,0,1,0,0,0
48,70885,235408,768,21,1,8.31,36,0.58,0,0,2,1,1,1,1,0
67,149693,214130,518,94,3,23.72,60,0.73,2,2,0,1,1,3,1,0
55,123614,203245,314,0,3,6.25,36,0.88,0,0,1,0,1,3,1,0
39,17468,197575,365,103,2,13.55,24,0.48,0,0,0,1,0,4,0,1
18,53259,91461,430,114,1,3.7,12,0.67,0,3,2,1,1,3,0,0
58,20979,212426,538,104,2,2.63,24,0.68,1,3,2,1,1,3,0,0
62,18338,185158,352,53,1,13.09,24,0.11,0,2,0,1,1,2,0,0
54,98809,236770,799,114,1,21.44,36,0.51,1,0,0,1,0,1,0,0
45,79062,31381,342,30,2,7.66,36,0.27,0,3,0,0,0,3,1,0
19,118547,244056,483,44,2,15.33,48,0.5,0,2,0,0,0,2,0,0
57,54523,237131,471,51,1,11.01,48,0.69,1,1,1,1,1,4,0,0
20,95326,96161,648,9,1,9.67,36,0.24,2,1,2,1,0,4,1,1
37,127762,27069,518,9,4,6.38,12,0.61,2,0,0,1,0,0,1,0
21,67998,143563,670,18,1,4.09,36,0.52,2,0,2,0,1,3,0,0
66,128698,217333,609,32,2,20.05,36,0.42,0,3,1,0,1,3,1,0
21,146798,191608,642,38,3,17.83,36,0.35,0,1,0,1,0,0,0,0
40,90965,99978,807,84,4,8.98,48,0.16,2,1,0,0,0,2,1,0
19,33168,192859,759,99,4,23.22,24,0.68,0,0,1,1,1,1,1,0
69,138248,239607,842,55,2,14.12,48,0.63,1,2,1,1,0,0,1,0
63,102214,74488,543,18,2,8.85,48,0.37,0,0,1,1,1,4,0,0
20,136088,15536,797,41,3,6.99,48,0.65,3,1,1,0,1,2,1,0
60,145878,211329,819,91,4,22.29,60,0.46,1,0,1,1,0,2,0,0
25,35694,86315,367,104,1,7.76,60,0.29,2,3,2,1,1,4,0,0
18,149955,44804,826,106,4,12.94,60,0.1,3,1,0,0,0,1,1,0
19,86023,118884,385,104,2,22.62,48,0.55,2,0,0,0,0,4,0,0
48,91978,68846,360,47,1,5.58,60,0.33,3,3,0,0,0,0,1,0
41,148372,142133,348,113,1,21.61,36,0.78,0,2,1,0,0,4,0,0
46,70080,86339,682,58,3,14.18,48,0.81,3,1,2,0,1,3,1,0
46,121053,160982,398,68,4,22.65,12,0.6,0,0,1,0,0,0,1,0
31,91664,106134,546,74,2,18.46,12,0.87,0,1,2,0,0,0,1,0
63,62836,219585,813,63,3,12.39,24,0.29,0,0,2,0,1,2,0,0
32,118556,34589,813,78,3,7.13,48,0.66,2,1,2,0,1,3,0,0
25,40132,117682,716,24,2,23.18,60,0.17,1,1,1,0,1,2,0,0
23,43343,233654,602,75,4,22.89,12,0.54,0,3,2,1,1,3,0,0
40,109965,155585,785,69,1,8.58,24,0.3,0,3,0,0,1,1,1,0
43,89473,81136,612,56,3,8.97,60,0.54,2,3,1,0,0,0,0,0
48,61120,86343,404,104,2,19.92,12,0.9,0,0,0,0,1,4,1,0
66,41693,159726,319,81,2,23.89,24,0.55,0,0,1,1,0,2,0,0
59,28295,134746,421,107,1,9.45,60,0.83,3,2,2,1,1,0,0,0
50,81649,78193,839,110,1,21.41,48,0.5,2,1,1,1,0,1,1,0
65,121448,157728,480,10,2,2.43,60,0.11,1,3,2,1,1,3,0,0
69,72661,158695,523,39,3,6.97,48,0.9,1,0,0,0,0,0,0,0
50,90608,203590,731,72,3,17.91,12,0.51,2,1,0,1,0,4,1,0
33,101833,9758,703,49,3,3.4,60,0.65,2,0,0,1,0,3,1,0
42,20425,147867,720,85,4,19.88,60,0.85,1,3,1,1,0,3,1,0
67,115593,106265,349,73,2,18.08,12,0.54,1,2,2,0,0,3,0,0
54,37699,186884,784,49,2,20.12,24,0.72,0,0,1,0,1,1,1,0
37,75432,6099,826,104,4,17.1,12,0.57,0,3,0,1,1,0,1,0
26,70059,11852,678,75,1,20.3,60,0.25,1,3,1,0,1,2,1,0
32,75710,75338,567,13,3,5.48,12,0.32,2,0,0,0,1,2,1,0
65,67392,141487,802,0,4,12.65,24,0.21,1,0,1,1,1,3,0,0
31,90522,20077,597,9,3,4.92,48,0.56,3,0,1,1,0,3,1,0
55,103005,179256,828,5,3,10.74,24,0.5,1,0,1,1,0,2,0,0
36,146000,8490,439,26,4,10.31,48,0.65,2,2,0,1,0,1,0,0
